    0.00000E+00    0.00000E+00    0.31387E+10    0.94968E+01
    0.00000E+00   -0.62800E+00    0.57213E+09    0.87575E+01
    0.00000E+00   -0.13135E+01    0.12763E+09    0.81060E+01
    0.00000E+00   -0.20825E+01    0.30910E+08    0.74901E+01
    0.00000E+00   -0.29450E+01    0.91806E+07    0.69629E+01
    0.00000E+00   -0.39130E+01    0.37243E+07    0.65710E+01
    0.00000E+00   -0.49990E+01    0.19409E+07    0.62880E+01
    0.00000E+00   -0.62170E+01    0.11615E+07    0.60650E+01
    0.00000E+00   -0.75835E+01    0.73959E+06    0.58690E+01
    0.00000E+00   -0.91170E+01    0.48600E+06    0.56866E+01
    0.00000E+00   -0.10837E+02    0.32508E+06    0.55120E+01
    0.00000E+00   -0.12766E+02    0.22224E+06    0.53468E+01
    0.00000E+00   -0.14930E+02    0.15492E+06    0.51901E+01
    0.00000E+00   -0.17359E+02    0.11003E+06    0.50415E+01
    0.00000E+00   -0.20000E+02    0.71546E+05    0.48546E+01
    0.12060E+01    0.00000E+00    0.35570E+11    0.10551E+02
    0.12060E+01   -0.62800E+00    0.56270E+10    0.97503E+01
    0.12060E+01   -0.13135E+01    0.14469E+10    0.91604E+01
    0.12060E+01   -0.20825E+01    0.28002E+09    0.84472E+01
    0.12060E+01   -0.29450E+01    0.54904E+08    0.77396E+01
    0.12060E+01   -0.39130E+01    0.13231E+08    0.71216E+01
    0.12060E+01   -0.49990E+01    0.41964E+07    0.66229E+01
    0.12060E+01   -0.62170E+01    0.17528E+07    0.62437E+01
    0.12060E+01   -0.75835E+01    0.90492E+06    0.59566E+01
    0.12060E+01   -0.91170E+01    0.53403E+06    0.57276E+01
    0.12060E+01   -0.10837E+02    0.33918E+06    0.55304E+01
    0.12060E+01   -0.12766E+02    0.22641E+06    0.53549E+01
    0.12060E+01   -0.14930E+02    0.15628E+06    0.51939E+01
    0.12060E+01   -0.17359E+02    0.11065E+06    0.50440E+01
    0.12060E+01   -0.20000E+02    0.71927E+05    0.48569E+01
    0.24120E+01    0.00000E+00    0.15268E+11    0.10184E+02
    0.24120E+01   -0.62800E+00    0.18817E+10    0.92745E+01
    0.24120E+01   -0.13135E+01    0.21502E+10    0.93325E+01
    0.24120E+01   -0.20825E+01    0.61147E+09    0.87864E+01
    0.24120E+01   -0.29450E+01    0.14409E+09    0.81586E+01
    0.24120E+01   -0.39130E+01    0.37004E+08    0.75682E+01
    0.24120E+01   -0.49990E+01    0.10722E+08    0.70303E+01
    0.24120E+01   -0.62170E+01    0.35996E+07    0.65563E+01
    0.24120E+01   -0.75835E+01    0.14380E+07    0.61578E+01
    0.24120E+01   -0.91170E+01    0.68847E+06    0.58379E+01
    0.24120E+01   -0.10837E+02    0.38276E+06    0.55829E+01
