        3649
   87     19     23      3      7   -0.7915527215E-01      144.02337
   88     23     27      3      7   -0.3970110372E-01      144.43635
   89     10     13      4      7   -0.1073927853E+01      147.12907
   90     13     16      4      7   -0.2176217256E+00      118.91656
   91     16     19      4      7   -0.9252417929E-01      126.30509
   92     19     22      4      7   -0.5256997860E-01      143.48331
   93      9     11      5      7   -0.1767578983E+01      162.22192
   94     11     13      5      7   -0.3872913902E+00      141.34688
   95     13     15      5      7   -0.1339497479E+00      122.02192
   96     15     17      5      7   -0.6470571052E-01      117.80923
   97     17     19      5      7   -0.4162211725E-01      132.57091
   98      8      9      6      7   -0.3573974093E+01      168.50714
   99      9     10      6      7   -0.9262968802E+00      170.55679
  100     10     11      6      7   -0.3669825122E+00      168.00460
  101     11     12      6      7   -0.1726185210E+00      157.64260
  102     12     13      6      7   -0.8567891828E-01      136.74676
  103     13     14      6      7   -0.5157229628E-01      131.59423
  104     14     15      6      7   -0.3246547798E-01      124.19770
  105     15     22      1      8   -0.4113325687E+00      131.02406
  106     29     36      1      8   -0.4218516646E-01      134.28736
  107     14     20      2      8   -0.4570043256E+00      124.81303
  108     20     26      2      8   -0.1371362461E+00      149.70229
  109     26     32      2      8   -0.5094319512E-01      138.99490
  110     13     18      3      8   -0.5504275946E+00      125.33415
  111     18     23      3      8   -0.1547092023E+00      140.76196
  112     23     28      3      8   -0.6444689251E-01      146.54438
  113     12     16      4      8   -0.7134565539E+00      130.08003
  114     16     20      4      8   -0.1798361540E+00      130.93945
  115     20     24      4      8   -0.8293323764E-01      150.89740
  116     24     28      4      8   -0.4017421734E-01      146.15758
  117     11     14      5      8   -0.1097198883E+01      150.31722
  118     14     17      5      8   -0.2242257497E+00      122.52524
  119     17     20      5      8   -0.1002239819E+00      136.81612
  120     20     23      5      8   -0.5587238442E-01      152.49682
  121     10     12      6      8   -0.1910789528E+01      175.44662
  122     12     14      6      8   -0.3877823427E+00      141.52606
  123     14     16      6      8   -0.1382740124E+00      125.96113
  124     16     18      6      8   -0.7414208683E-01      134.98998
  125     18     20      6      8   -0.4306262788E-01      137.15909
  126      9     10      7      8   -0.3961337707E+01      186.73784
  127     10     11      7      8   -0.9932761016E+00      183.01535
  128     11     12      7      8   -0.3779123935E+00      173.00830
  129     12     13      7      8   -0.1627069178E+00      148.59090
  130     13     14      7      8   -0.8782421031E-01      140.17072
  131     14     15      7      8   -0.5085528959E-01      129.76468
  132     15     16      7      8   -0.3268917192E-01      125.05344
  133     17     25      1      9   -0.4027461148E+00      146.58754
  134     25     33      1      9   -0.9862146184E-01      143.51514
  135     33     41      1      9   -0.3536698371E-01      128.66090
  136     16     23      2      9   -0.4402775795E+00      140.24407
  137     30     37      2      9   -0.4205230119E-01      133.86441
  138     15     21      3      9   -0.4902494768E+00      133.89265
  139     21     27      3      9   -0.1399924579E+00      152.81406
  140     27     33      3      9   -0.5166008204E-01      140.96508
  141     14     19      4      9   -0.5775464600E+00      131.50920
  142     19     24      4      9   -0.1671313053E+00      152.06419
  143     24     29      4      9   -0.6593104987E-01      149.91917
  144     13     17      5      9   -0.7505645228E+00      136.84569
  145     17     21      5      9   -0.1990266899E+00      144.91216
  146     21     25      5      9   -0.8639448582E-01      157.19515
  147     25     29      5      9   -0.4112343082E-01      149.61091
  148     12     15      6      9   -0.1108430491E+01      151.85596
  149     15     18      6      9   -0.2489715690E+00      136.04727
  150     18     21      6      9   -0.1073580192E+00      146.55482
  151     21     24      6      9   -0.5901400063E-01      161.07147
  152     11     13      7      9   -0.1966869397E+01      180.59582
  153     13     15      7      9   -0.4048451549E+00      147.75335
  154     15     17      7      9   -0.1470639096E+00      133.96831
  155     17     19      7      9   -0.8067834676E-01      146.89050
  156     19     21      7      9   -0.4877867525E-01      155.36531
  157     10     11      8      9   -0.4357780469E+01      205.61398
  158     11     12      8      9   -0.1055088359E+01      194.40452
  159     12     13      8      9   -0.3711617259E+00      169.91785
  160     13     14      8      9   -0.1748108436E+00      159.64473
  161     14     15      8      9   -0.9135481133E-01      145.80569
  162     15     16      8      9   -0.5420591487E-01      138.31429
  163     16     17      8      9   -0.3667902166E-01      140.31674
  164     19     28      1     10   -0.3813364648E+00      156.10432
  165     28     37      1     10   -0.8549690588E-01      139.96188
  166     37     46      1     10   -0.3209838982E-01      131.34946
  167     18     26      2     10   -0.4169991890E+00      151.75754
  168     26     34      2     10   -0.1005602696E+00      146.32388
  169     34     42      2     10   -0.3479623057E-01      126.57500
  170     17     24      3     10   -0.4775554875E+00      152.09815
  171     31     38      3     10   -0.4276882273E-01      136.13355
  172     16     22      4     10   -0.5391663957E+00      147.22954
  173     22     28      4     10   -0.1445085611E+00      157.72562
  174     28     34      4     10   -0.5306707668E-01      144.78976
  175     15     20      5     10   -0.6258593919E+00      142.48365
  176     20     25      5     10   -0.1797491575E+00      163.52193
  177     25     30      5     10   -0.6716585609E-01      152.70851
  178     14     18      6     10   -0.8020731088E+00      146.20287
  179     18     22      6     10   -0.2131080407E+00      155.13806
  180     22     26      6     10   -0.9034284574E-01      164.35437
  181     26     30      6     10   -0.4273090113E-01      155.43729
  182     13     16      7     10   -0.1153433700E+01      157.97243
  183     16     19      7     10   -0.2738062114E+00      149.58340
  184     19     22      7     10   -0.1202660264E+00      164.14251
  185     22     25      7     10   -0.6158866443E-01      168.06735
  186     12     14      8     10   -0.1938410768E+01      177.90024
  187     14     16      8     10   -0.4190934177E+00      152.90066
  188     16     18      8     10   -0.1705635919E+00      155.32847
  189     18     20      8     10   -0.8439100446E-01      153.60713
  190     20     22      8     10   -0.5479445669E-01      174.47981
  191     11     12      9     10   -0.4562626408E+01      215.08265
  192     12     13      9     10   -0.1004277431E+01      184.91516
  193     13     14      9     10   -0.3881607667E+00      177.59280
  194     14     15      9     10   -0.1779424763E+00      162.41383
  195     15     16      9     10   -0.9559021517E-01      152.48446
  196     16     17      9     10   -0.6004928709E-01      153.14591
  197     17     18      9     10   -0.4484398237E-01      171.46637
  198     21     31      1     11   -0.3492272961E+00      158.83108
  199     31     41      1     11   -0.7470046323E-01      135.87081
  200     20     29      2     11   -0.3951238458E+00      161.74834
  201     29     38      2     11   -0.8466051779E-01      138.59268
  202     38     47      2     11   -0.3256792507E-01      133.27084
  203     19     27      3     11   -0.4417081234E+00      160.74633
  204     27     35      3     11   -0.1016041239E+00      147.85555
  205     35     43      3     11   -0.3542565998E-01      128.86011
  206     18     25      4     11   -0.4940509530E+00      157.35185
  207     32     39      4     11   -0.4348192941E-01      138.40337
  208     17     23      5     11   -0.5821708480E+00      158.97271
  209     23     29      5     11   -0.1479873329E+00      161.52256
  210     29     35      5     11   -0.5358537768E-01      146.20391
  211     16     21      6     11   -0.6804236061E+00      154.90578
  212     21     26      6     11   -0.1857349140E+00      168.96731
  213     26     31      6     11   -0.6858498059E-01      155.93503
  214     15     19      7     11   -0.8335250833E+00      151.93598
  215     19     23      7     11   -0.2308346200E+00      168.04263
  216     23     27      7     11   -0.9201712752E-01      167.38856
  217     27     31      7     11   -0.4287647830E-01      155.98866
  218     14     17      8     11   -0.1144579610E+01      156.75979
  219     17     20      8     11   -0.2970595049E+00      162.28693
  220     20     23      8     11   -0.1290149767E+00      176.08333
  221     23     26      8     11   -0.6298046263E-01      171.86538
  222     13     15      9     11   -0.1869721169E+01      171.59616
  223     15     17      9     11   -0.4242658143E+00      154.78774
  224     17     19      9     11   -0.1815170127E+00      165.30351
  225     19     21      9     11   -0.9379761726E-01      170.72889
  226     21     23      9     11   -0.5623385782E-01      179.06323
  227     12     13     10     11   -0.3820694983E+01      180.13964
  228     13     14     10     11   -0.9434863543E+00      173.76403
  229     14     15     10     11   -0.3601315715E+00      164.81496
  230     15     16     10     11   -0.1707370515E+00      155.88462
  231     16     17     10     11   -0.9788926053E-01      156.20198
  232     17     18     10     11   -0.6822661605E-01      174.05883
  233     18     19     10     11   -0.4038064196E-01      154.45316
  234     23     34      1     12   -0.3167756325E+00      158.46914
  235     34     45      1     12   -0.6679793078E-01      133.64065
  236     22     32      2     12   -0.3541178953E+00      161.05536
  237     32     42      2     12   -0.7551201182E-01      137.34692
  238     21     30      3     12   -0.4049967490E+00      165.78992
  239     30     39      3     12   -0.8615098238E-01      141.03263
  240     39     48      3     12   -0.3310378542E-01      135.46363
  241     20     28      4     12   -0.4663275735E+00      169.70584
  242     28     36      4     12   -0.1018174861E+00      148.16604
  243     36     44      4     12   -0.3717123092E-01      135.20958
  244     19     26      5     12   -0.5321767879E+00      169.49466
  245     33     40      5     12   -0.4342200321E-01      138.21263
  246     18     24      6     12   -0.6082805197E+00      166.10245
  247     24     30      6     12   -0.1515229214E+00      165.38153
  248     30     36      6     12   -0.5469086434E-01      149.22015
  249     17     22      7     12   -0.7422513298E+00      168.98153
  250     22     27      7     12   -0.1907257116E+00      173.49916
  251     27     32      7     12   -0.6941957939E-01      157.85167
  252     16     20      8     12   -0.9018241134E+00      164.38561
  253     20     24      8     12   -0.2484122784E+00      180.83879
  254     24     28      8     12   -0.9480784014E-01      172.46515
  255     28     32      8     12   -0.4308091126E-01      156.73241
  256     15     18      9     12   -0.1195412565E+01      163.72179
  257     18     21      9     12   -0.3075508189E+00      168.01846
  258     21     24      9     12   -0.1343576809E+00      183.37521
  259     24     27      9     12   -0.6432278881E-01      175.51063
  260     14     16     10     12   -0.1792213050E+01      164.49702
  261     16     18     10     12   -0.4657013600E+00      169.92552
  262     18     20     10     12   -0.1811681570E+00      165.00891
  263     20     22     10     12   -0.1021254138E+00      185.91528
  264     22     24     10     12   -0.5764788230E-01      183.59530
  265     13     14     11     12   -0.3623534275E+01      170.84383
  266     14     15     11     12   -0.9028537585E+00      166.28064
  267     15     16     11     12   -0.3584906685E+00      164.06400
  268     16     17     11     12   -0.1827084683E+00      166.81464
  269     17     18     11     12   -0.1168770151E+00      186.50076
  270     18     19     11     12   -0.6463250402E-01      164.88958
  271     19     20     11     12   -0.4592905174E-01      175.67544
  272     25     37      1     13   -0.2791884062E+00      152.35559
  273     37     49      1     13   -0.6164826291E-01      134.54816
  274     24     35      2     13   -0.3153424436E+00      157.75218
  275     35     46      2     13   -0.6594930263E-01      131.94282
  276     23     33      3     13   -0.3548059729E+00      161.36831
  277     33     43      3     13   -0.7579561794E-01      137.85943
  278     22     31      4     13   -0.4052327348E+00      165.88652
  279     31     40      4     13   -0.8605968315E-01      140.88317
  280     40     49      4     13   -0.3387614065E-01      138.62418
  281     21     29      5     13   -0.4713378129E+00      171.52916
  282     29     37      5     13   -0.1002367986E+00      145.86580
  283     37     45      5     13   -0.3795102488E-01      138.04607
  284     20     27      6     13   -0.5508693963E+00      175.44380
  285     34     41      6     13   -0.4238079681E-01      134.89846
  286     19     25      7     13   -0.6385429349E+00      174.36617
  287     25     31      7     13   -0.1492862188E+00      162.94025
  288     31     37      7     13   -0.5424232883E-01      147.99636
  289     18     23      8     13   -0.7400418001E+00      168.47851
  290     23     28      8     13   -0.1917120488E+00      174.39641
  291     28     33      8     13   -0.6880850691E-01      156.46216
  292     17     21      9     13   -0.9376394654E+00      170.91407
  293     21     25      9     13   -0.2502839762E+00      182.20134
  294     25     29      9     13   -0.9353592008E-01      170.15140
  295     29     33      9     13   -0.4226357655E-01      153.75887
  296     16     19     10     13   -0.1193563559E+01      163.47799
  297     19     22     10     13   -0.3234495481E+00      176.71836
  298     22     25     10     13   -0.1332386959E+00      181.86495
  299     25     28     10     13   -0.6268461192E-01      171.05805
  300     15     17     11     13   -0.1657013296E+01      152.08781
  301     17     19     11     13   -0.4698496883E+00      171.43916
  302     19     21     11     13   -0.1924751471E+00      175.30738
  303     21     23     11     13   -0.1017214754E+00      185.17992
  304     23     25     11     13   -0.5756224383E-01      183.32256
  305     14     15     12     13   -0.3013961089E+01      142.10343
  306     15     16     12     13   -0.7813052754E+00      143.89477
  307     16     17     12     13   -0.3345088836E+00      153.08868
  308     17     18     12     13   -0.1911400780E+00      174.51278
  309     18     19     12     13   -0.9720009118E-01      155.10227
  310     19     20     12     13   -0.6491635581E-01      165.61374
  311     20     21     12     13   -0.4688450793E-01      179.32999
  312     27     40      1     14   -0.2506911208E+00      148.20994
  313     26     38      2     14   -0.2783779993E+00      151.91334
  314     38     50      2     14   -0.6212045331E-01      135.57872
  315     25     36      3     14   -0.3124872942E+00      156.32387
  316     36     47      3     14   -0.6731885144E-01      134.68284
  317     24     34      4     14   -0.3567549984E+00      162.25474
  318     34     44      4     14   -0.7515920299E-01      136.70189
  319     23     32      5     14   -0.4072079450E+00      166.69510
  320     32     41      5     14   -0.8665953569E-01      141.86516
  321     41     50      5     14   -0.3433885991E-01      140.51767
  322     22     30      6     14   -0.4743780655E+00      172.63557
  323     30     38      6     14   -0.1010000863E+00      146.97655
  324     38     46      6     14   -0.3869830421E-01      140.76428
  325     21     28      7     14   -0.5575416030E+00      177.56880
  326     35     42      7     14   -0.4186902982E-01      133.26950
  327     20     26      8     14   -0.6617299273E+00      180.69782
  328     26     32      8     14   -0.1492795243E+00      162.93294
  329     32     38      8     14   -0.5432471907E-01      148.22115
  330     19     24      9     14   -0.7781930448E+00      177.16405
  331     24     29      9     14   -0.1917163043E+00      174.40028
  332     29     34      9     14   -0.6858461646E-01      155.95306
  333     18     22     10     14   -0.9186506990E+00      167.46002
  334     22     26     10     14   -0.2489323874E+00      181.22837
  335     26     30     10     14   -0.9237193120E-01      168.04574
  336     30     34     10     14   -0.4300185276E-01      156.45668
  337     17     20     11     14   -0.1226927582E+01      168.04773
  338     20     23     11     14   -0.3368240449E+00      184.02559
  339     23     26     11     14   -0.1329104431E+00      181.41690
  340     26     29     11     14   -0.6302430216E-01      171.98502
  341     16     18     12     14   -0.1675051979E+01      153.74348
  342     18     20     12     14   -0.4354009644E+00      158.86948
  343     20     22     12     14   -0.1999561638E+00      182.12112
  344     22     24     12     14   -0.1002823538E+00      182.56006
  345     24     26     12     14   -0.5592916402E-01      178.12158
  346     15     16     13     14   -0.2741566226E+01      129.26045
  347     16     17     13     14   -0.7764550488E+00      143.00150
  348     17     18     13     14   -0.3729479690E+00      170.68041
  349     18     19     13     14   -0.1690759276E+00      154.36800
  350     19     20     13     14   -0.1042085899E+00      166.28574
  351     20     21     13     14   -0.7107171212E-01      181.31721
  352     21     22     13     14   -0.4863168419E-01      186.01282
  353     29     43      1     15   -0.2245957027E+00      142.98958
  354     28     41      2     15   -0.2463704070E+00      145.65551
  355     27     39      3     15   -0.2758376577E+00      150.53875
  356     39     51      3     15   -0.6219516725E-01      135.74179
  357     26     37      4     15   -0.3096455110E+00      154.90225
  358     37     48      4     15   -0.6840742487E-01      136.86072
  359     25     35      5     15   -0.3523755609E+00      160.26294
  360     35     45      5     15   -0.7426193748E-01      135.06992
  361     24     33      6     15   -0.4047772138E+00      165.70005
  362     33     42      6     15   -0.8580321560E-01      140.46333
  363     42     51      6     15   -0.3463021312E-01      141.70991
  364     23     31      7     15   -0.4699041490E+00      171.00743
  365     31     39      7     15   -0.1006973423E+00      146.53599
  366     39     47      7     15   -0.3869824737E-01      140.76407
  367     22     29      8     15   -0.5539633409E+00      176.42918
  368     36     43      8     15   -0.4346246931E-01      138.33590
  369     21     27      9     15   -0.6581723376E+00      179.72117
  370     27     33      9     15   -0.1473290369E+00      160.82258
  371     33     39      9     15   -0.5305416519E-01      144.75454
  372     20     25     10     15   -0.7918312601E+00      180.27517
  373     25     30     10     15   -0.1852606054E+00      168.53582
  374     30     35     10     15   -0.6811453031E-01      154.89281
  375     19     23     11     15   -0.9438136806E+00      172.04696
  376     23     27     11     15   -0.2451954399E+00      178.49700
  377     27     31     11     15   -0.8981510322E-01      163.41898
  378     31     35     11     15   -0.4297296319E-01      156.35157
  379     18     21     12     15   -0.1138118673E+01      155.88391
  380     21     24     12     15   -0.3310526899E+00      180.87238
  381     24     27     12     15   -0.1284391780E+00      175.29746
  382     27     30     12     15   -0.6042189223E-01      164.91414
  383     17     19     13     15   -0.1671819493E+01      153.44679
  384     19     21     13     15   -0.4512959736E+00      164.66927
  385     21     23     13     15   -0.1983210845E+00      180.63189
  386     23     25     13     15   -0.1000531975E+00      182.14289
  387     25     27     13     15   -0.5377095973E-01      171.22073
  388     16     17     14     15   -0.2607878758E+01      122.95730
  389     17     18     14     15   -0.8210497802E+00      151.21461
  390     18     19     14     15   -0.3087458165E+00      141.29816
  391     19     20     14     15   -0.1692472828E+00      154.52444
  392     20     21     14     15   -0.1067683888E+00      170.37042
  393     21     22     14     15   -0.6949870931E-01      177.30418
  394     22     23     14     15   -0.4642125739E-01      177.55809
  395     31     46      1     16   -0.2068040830E+00      141.06317
  396     30     44      2     16   -0.2238409578E+00      142.50907
  397     29     42      3     16   -0.2416043463E+00      142.83779
  398     28     40      4     16   -0.2699092013E+00      147.30329
  399     40     52      4     16   -0.6300466376E-01      137.50852
  400     27     38      5     16   -0.3051214072E+00      152.65198
  401     38     49      5     16   -0.6887340267E-01      137.79298
  402     26     36      6     16   -0.3477013540E+00      158.13707
  403     36     46      6     16   -0.7527579436E-01      136.91395
  404     25     34      7     16   -0.3969724488E+00      162.50508
  405     34     43      7     16   -0.8411004176E-01      137.68783
  406     43     52      7     16   -0.3326100389E-01      136.11613
  407     24     32      8     16   -0.4606974878E+00      167.65694
  408     32     40      8     16   -0.9933840149E-01      144.55844
  409     40     48      8     16   -0.3930977011E-01      142.98848
  410     23     30      9     16   -0.5438459531E+00      173.20694
  411     37     44      9     16   -0.4445906037E-01      141.50793
  412     22     28     10     16   -0.6450027195E+00      176.13014
  413     28     34     10     16   -0.1437693989E+00      156.94325
  414     34     40     10     16   -0.4975343068E-01      135.75505
  415     21     26     11     16   -0.7789488645E+00      177.34225
  416     26     31     11     16   -0.1804296376E+00      164.14098
  417     31     36     11     16   -0.6635340919E-01      150.88801
  418     20     24     12     16   -0.9464038700E+00      172.51912
  419     24     28     12     16   -0.2376496631E+00      173.00383
  420     28     32     12     16   -0.8515907326E-01      154.94731
  421     32     36     12     16   -0.4135618336E-01      150.46912
  422     19     22     13     16   -0.1156614882E+01      158.41726
  423     22     25     13     16   -0.3250856003E+00      177.61223
  424     25     28     13     16   -0.1239938113E+00      169.23030
  425     28     31     13     16   -0.5744192688E-01      156.78069
  426     18     20     14     16   -0.1474856491E+01      135.36867
  427     20     22     14     16   -0.4544126033E+00      165.80646
  428     22     24     14     16   -0.1917527492E+00      174.64941
  429     24     26     14     16   -0.9556338029E-01      173.96935
  430     26     28     14     16   -0.5256208337E-01      167.37135
  431     17     18     15     16   -0.2908989840E+01      137.15420
  432     18     19     15     16   -0.6878203827E+00      126.67745
  433     19     20     15     16   -0.3090430095E+00      141.43417
  434     20     21     15     16   -0.1730445157E+00      157.99136
  435     21     22     15     16   -0.1051009894E+00      167.70975
  436     22     23     15     16   -0.6686363133E-01      170.58161
  437     23     24     15     16   -0.4561743482E-01      174.48353
  438     33     49      1     17   -0.1897956520E+00      138.08928
  439     32     47      2     17   -0.2059679161E+00      140.49282
  440     31     45      3     17   -0.2229147657E+00      141.91941
  441     30     43      4     17   -0.2421547392E+00      143.16129
  442     29     41      5     17   -0.2644892529E+00      144.34535
  443     41     53      5     17   -0.6361500118E-01      138.84059
  444     28     39      6     17   -0.2996687366E+00      149.92401
  445     39     50      6     17   -0.6894287458E-01      137.93197
  446     27     37      7     17   -0.3409279789E+00      155.07096
  447     37     47      7     17   -0.7622995233E-01      138.64941
  448     26     35      8     17   -0.3924744541E+00      160.66378
  449     35     44      8     17   -0.8337187799E-01      136.47946
  450     44     53      8     17   -0.3262591840E-01      133.51713
  451     25     33      9     17   -0.4487363870E+00      163.30406
  452     33     41      9     17   -0.9690708730E-01      141.02036
  453     41     49      9     17   -0.3932704438E-01      143.05131
  454     24     31     10     17   -0.5301007421E+00      168.83346
  455     38     45     10     17   -0.4423936825E-01      140.81431
  456     23     29     11     17   -0.6354113694E+00      173.51104
  457     29     35     11     17   -0.1395620522E+00      152.35037
  458     35     41     11     17   -0.4804937477E-01      131.10543
  459     22     27     12     17   -0.7600948126E+00      173.04379
  460     27     32     12     17   -0.1744684388E+00      158.73987
  461     32     37     12     17   -0.6444760369E-01      146.55420
  462     21     25     13     17   -0.9373780079E+00      170.87380
  463     25     29     13     17   -0.2306013668E+00      167.87283
  464     29     33     13     17   -0.8233552364E-01      149.80985
  465     33     37     13     17   -0.3945804115E-01      143.56298
  466     20     23     14     17   -0.1162455600E+01      159.21724
  467     23     26     14     17   -0.3174940823E+00      173.46456
  468     26     29     14     17   -0.1219825418E+00      166.48526
  469     29     32     14     17   -0.5411666535E-01      147.70480
  470     19     21     15     17   -0.1506152623E+01      138.24117
  471     21     23     15     17   -0.4480463974E+00      163.48356
  472     23     25     15     17   -0.1909573286E+00      173.92494
  473     25     27     15     17   -0.9134782264E-01      166.26982
  474     27     29     15     17   -0.5209816381E-01      165.93824
  475     18     19     16     17   -0.2550609773E+01      120.25716
  476     19     20     16     17   -0.7053887664E+00      129.91306
  477     20     21     16     17   -0.3186763318E+00      145.84288
  478     21     22     16     17   -0.1731489615E+00      158.08672
  479     22     23     16     17   -0.1029328152E+00      164.24999
  480     23     24     16     17   -0.6708506340E-01      171.14652
  481     24     25     16     17   -0.4589418465E-01      175.54208
  482     35     52      1     18   -0.1737540435E+00      134.31657
  483     34     50      2     18   -0.1877095478E+00      136.57149
  484     33     48      3     18   -0.2065628453E+00      140.89862
  485     32     46      4     18   -0.2260075504E+00      143.88844
  486     31     44      5     18   -0.2468631200E+00      145.94487
  487     30     42      6     18   -0.2683588458E+00      146.45718
  488     42     54      6     18   -0.6529933378E-01      142.51667
  489     29     40      7     18   -0.2974862513E+00      148.83212
  490     40     51      7     18   -0.7100241110E-01      142.05243
  491     28     38      8     18   -0.3399566425E+00      154.62914
  492     38     48      8     18   -0.7794944073E-01      141.77687
  493     27     36      9     18   -0.3932278075E+00      160.98885
  494     36     45      9     18   -0.8548437166E-01      139.93761
  495     45     54      9     18   -0.3360783837E-01      137.53550
  496     26     34     10     18   -0.4550903687E+00      165.61998
  497     34     42     10     18   -0.9480239589E-01      137.96176
  498     42     50     10     18   -0.3974468719E-01      144.57554
  499     25     32     11     18   -0.5288409579E+00      168.43222
  500     39     46     11     18   -0.4470580339E-01      142.29897
  501     24     30     12     18   -0.6405856004E+00      174.92396
  502     30     36     12     18   -0.1397857213E+00      152.59454
  503     36     42     12     18   -0.4944154886E-01      134.90406
  504     23     28     13     18   -0.7829849157E+00      178.25497
  505     28     33     13     18   -0.1751065920E+00      159.32050
  506     33     38     13     18   -0.6417896724E-01      145.94332
  507     22     26     14     18   -0.9643728738E+00      175.79467
  508     26     30     14     18   -0.2340632854E+00      170.39303
  509     30     34     14     18   -0.8565329936E-01      155.84656
  510     34     38     14     18   -0.3800301171E-01      138.26904
  511     21     24     15     18   -0.1228840302E+01      168.30971
  512     24     27     15     18   -0.3273027233E+00      178.80914
  513     27     30     15     18   -0.1244218068E+00      169.84866
  514     30     33     15     18   -0.5651015736E-01      154.23754
  515     20     22     16     18   -0.1688483599E+01      154.97629
  516     22     24     16     18   -0.4767916918E+00      173.97217
  517     24     26     16     18   -0.2002650526E+00      182.40246
  518     26     28     16     18   -0.9755220560E-01      177.56293
