      -0.603       0.305       0.000
       1.809       0.305       0.000
       4.221       0.305       0.000
       6.633       0.305       0.000
       9.045       0.305       0.000
      11.457       0.305       0.000
      13.869       0.305       0.000
      16.281       0.305       0.000
      18.693       0.305       0.000
      21.106       0.305       0.000
      23.518       0.305       0.000
      25.930       0.305       0.000
      28.342       0.305       0.000
      30.754       0.305       0.000
      33.166       0.305       0.000
      35.578       0.305       0.000
      37.990       0.305       0.000
      40.402       0.305       0.000
      42.814       0.305       0.000
      45.226       0.305       0.000
      47.638       0.305       0.000
      50.050       0.305       0.000
      52.462       0.305       0.000
      54.874       0.305       0.000
      57.286       0.305       0.000
      59.698       0.305       0.000
      62.111       0.305       0.000
      64.523       0.305       0.000
      66.935       0.305       0.000
      69.347       0.305       0.000
      71.759       0.305       0.000
      74.171       0.305       0.000
      76.583       0.305       0.000
      78.995       0.305       0.000
      81.407       0.305       0.000
      83.819       0.305       0.000
      86.231       0.305       0.000
      88.643       0.305       0.000
      91.055       0.305       0.000
      93.467       0.305       0.000
      95.879       0.305       0.000
      98.291       0.305       0.000
     100.704       0.305       0.000
     103.116       0.305       0.000
     105.528       0.305       0.000
     107.940       0.305       0.000
     110.352       0.305       0.000
     112.764       0.305       0.000
     115.176       0.305       0.000
     117.588       0.305       0.000
     120.000       0.305       0.000
     122.412       0.305       0.000
     124.824       0.305       0.000
     127.236       0.305       0.000
     129.648       0.305       0.000
     132.060       0.305       0.000
     134.472       0.305       0.000
     136.884       0.305       0.000
     139.296       0.305       0.000
     141.709       0.305       0.000
     144.121       0.305       0.000
     146.533       0.305       0.000
     148.945       0.305       0.000
     151.357       0.305       0.000
     153.769       0.305       0.000
     156.181       0.305       0.000
     158.593       0.305       0.000
     161.005       0.305       0.000
     163.417       0.305       0.000
     165.829       0.305       0.000
     168.241       0.305       0.000
     170.653       0.305       0.000
     173.065       0.305       0.000
     175.477       0.305       0.000
     177.889       0.305       0.000
     180.302       0.305       0.000
     182.714       0.305       0.000
     185.126       0.305       0.000
     187.538       0.305       0.000
     189.950       0.305       0.000
     192.362       0.305       0.000
     194.774       0.305       0.000
     197.186       0.305       0.000
     199.598       0.305       0.000
     202.010       0.305       0.000
     204.422       0.305       0.000
     206.834       0.305       0.000
     209.246       0.305       0.000
     211.658       0.305       0.000
     214.070       0.305       0.000
     216.482       0.305       0.000
     218.894       0.305       0.000
     221.307       0.305       0.000
     223.719       0.305       0.000
     226.131       0.305       0.000
     228.543       0.305       0.000
     230.955       0.305       0.000
     233.367       0.305       0.000
     235.779       0.305       0.000
     238.191       0.305       0.000
     240.603       0.305       0.000
