        3649
    1      3      4      1      2   -0.1160229639E+01       54.70297
    2      4      5      1      2   -0.2819411696E+00       51.92575
    3      5      6      1      2   -0.1202054008E+00       55.01225
    4      6      7      1      2   -0.6020271938E-01       54.96568
    5      7      8      1      2   -0.3585608055E-01       57.21558
    6      8      9      1      2   -0.2129891013E-01       54.33750
    7      9     10      1      2   -0.1448465527E-01       55.38383
    8      5      7      1      3   -0.6473510036E+00       59.41666
    9      7      9      1      3   -0.1651112707E+00       60.24594
   10      9     11      1      3   -0.6673296121E-01       60.77223
   11     11     13      1      3   -0.3486820237E-01       63.48429
   12     13     15      1      3   -0.2021119280E-01       64.37482
   13      4      5      2      3   -0.1277982041E+01       60.25480
   14      5      6      2      3   -0.3328733726E+00       61.30605
   15      6      7      2      3   -0.1340695108E+00       61.35719
   16      7      8      2      3   -0.6994263674E-01       63.85832
   17      8      9      2      3   -0.3801364332E-01       60.65841
   18      9     10      2      3   -0.2425967964E-01       61.87035
   19     10     11      2      3   -0.1720201627E-01       65.80685
   20      7     10      1      4   -0.4482490347E+00       61.39147
   21     10     13      1      4   -0.1186713996E+00       64.84644
   22     13     16      1      4   -0.4901887404E-01       66.91584
   23     16     19      1      4   -0.2679501566E-01       73.13371
   24      6      8      2      4   -0.6737591433E+00       61.84051
   25      8     10      2      4   -0.1675904880E+00       61.14316
   26     10     12      2      4   -0.7247518312E-01       66.02148
   27     12     14      2      4   -0.3757784597E-01       68.41772
   28     14     16      2      4   -0.2167881991E-01       69.04937
   29      5      6      3      4   -0.1346005453E+01       63.46200
   30      6      7      3      4   -0.3306707317E+00       60.90038
   31      7      8      3      4   -0.1390762640E+00       63.64854
   32      8      9      3      4   -0.6640174372E-01       60.62545
   33      9     10      3      4   -0.3891542129E-01       62.07745
   34     10     11      3      4   -0.2594939398E-01       66.21366
   35     11     12      3      4   -0.1731847681E-01       66.25237
   36      9     13      1      5   -0.3488796433E+00       63.59421
   37     13     17      1      5   -0.9451700243E-01       68.81822
   38     17     21      1      5   -0.4233637264E-01       77.03122
   39     21     25      1      5   -0.2230780268E-01       81.16405
   40      8     11      2      5   -0.4499918770E+00       61.63017
   41     11     14      2      5   -0.1236194433E+00       67.55023
   42     14     17      2      5   -0.5186326281E-01       70.79873
   43     17     20      2      5   -0.2885805445E-01       78.76452
   44      7      9      3      5   -0.6754331606E+00       61.99416
   45      9     11      3      5   -0.1734655248E+00       63.28659
   46     11     13      3      5   -0.7381295484E-01       67.24013
   47     13     15      3      5   -0.3791367104E-01       69.02916
   48     15     17      3      5   -0.2305173462E-01       73.42225
   49      6      7      4      5   -0.1320348731E+01       62.25232
   50      7      8      4      5   -0.3393058836E+00       62.49074
   51      8      9      4      5   -0.1306492692E+00       59.79191
   52      9     10      4      5   -0.6736479332E-01       61.48602
   53     10     11      4      5   -0.4123591625E-01       65.81406
   54     11     12      4      5   -0.2595462675E-01       66.22701
   55     12     13      4      5   -0.1799315110E-01       68.83336
   56     11     16      1      6   -0.3022527898E+00       68.82394
   57     16     21      1      6   -0.8622748696E-01       78.45396
   58     21     26      1      6   -0.3706940093E-01       84.29602
