    0.00000E+00    0.00000E+00    0.66501E+01    0.82283E+00
    0.00000E+00   -0.13900E+00    0.42813E+01    0.63157E+00
    0.00000E+00   -0.28100E+00    0.28533E+01    0.45535E+00
    0.00000E+00   -0.42700E+00    0.19127E+01    0.28164E+00
    0.00000E+00   -0.57750E+00    0.13060E+01    0.11593E+00
    0.00000E+00   -0.73200E+00    0.87393E+00   -0.58523E-01
    0.00000E+00   -0.89050E+00    0.60378E+00   -0.21912E+00
    0.00000E+00   -0.10535E+01    0.41368E+00   -0.38333E+00
    0.00000E+00   -0.12205E+01    0.28523E+00   -0.54481E+00
    0.00000E+00   -0.13925E+01    0.20221E+00   -0.69420E+00
    0.00000E+00   -0.15695E+01    0.14081E+00   -0.85137E+00
    0.00000E+00   -0.17510E+01    0.99968E-01   -0.10001E+01
    0.00000E+00   -0.19375E+01    0.71548E-01   -0.11454E+01
    0.00000E+00   -0.21295E+01    0.52190E-01   -0.12824E+01
    0.00000E+00   -0.23270E+01    0.38051E-01   -0.14196E+01
    0.00000E+00   -0.25295E+01    0.28089E-01   -0.15515E+01
    0.00000E+00   -0.27375E+01    0.21200E-01   -0.16737E+01
    0.00000E+00   -0.29515E+01    0.16199E-01   -0.17905E+01
    0.00000E+00   -0.31715E+01    0.12542E-01   -0.19016E+01
    0.00000E+00   -0.33975E+01    0.98439E-02   -0.20068E+01
    0.00000E+00   -0.36295E+01    0.78333E-02   -0.21061E+01
    0.00000E+00   -0.38680E+01    0.63681E-02   -0.21960E+01
    0.00000E+00   -0.41135E+01    0.52382E-02   -0.22808E+01
    0.00000E+00   -0.43655E+01    0.43256E-02   -0.23640E+01
    0.00000E+00   -0.46245E+01    0.36670E-02   -0.24357E+01
    0.00000E+00   -0.48910E+01    0.31131E-02   -0.25068E+01
    0.00000E+00   -0.51645E+01    0.26665E-02   -0.25741E+01
    0.00000E+00   -0.54455E+01    0.23176E-02   -0.26350E+01
    0.00000E+00   -0.57340E+01    0.20134E-02   -0.26961E+01
    0.00000E+00   -0.60305E+01    0.17827E-02   -0.27489E+01
    0.00000E+00   -0.63360E+01    0.15844E-02   -0.28001E+01
    0.00000E+00   -0.66495E+01    0.13959E-02   -0.28552E+01
    0.00000E+00   -0.69715E+01    0.12574E-02   -0.29005E+01
    0.00000E+00   -0.73025E+01    0.11215E-02   -0.29502E+01
    0.00000E+00   -0.76425E+01    0.10146E-02   -0.29937E+01
    0.00000E+00   -0.79925E+01    0.91902E-03   -0.30367E+01
    0.00000E+00   -0.83520E+01    0.82892E-03   -0.30815E+01
    0.00000E+00   -0.87210E+01    0.75276E-03   -0.31233E+01
    0.00000E+00   -0.91005E+01    0.68764E-03   -0.31626E+01
    0.00000E+00   -0.94905E+01    0.62521E-03   -0.32040E+01
    0.00000E+00   -0.98910E+01    0.57162E-03   -0.32429E+01
    0.00000E+00   -0.10303E+02    0.52514E-03   -0.32797E+01
    0.00000E+00   -0.10727E+02    0.48010E-03   -0.33187E+01
    0.00000E+00   -0.11161E+02    0.43904E-03   -0.33575E+01
    0.00000E+00   -0.11608E+02    0.40505E-03   -0.33925E+01
    0.00000E+00   -0.12067E+02    0.37341E-03   -0.34278E+01
    0.00000E+00   -0.12539E+02    0.34264E-03   -0.34652E+01
    0.00000E+00   -0.13024E+02    0.31688E-03   -0.34991E+01
    0.00000E+00   -0.13522E+02    0.29166E-03   -0.35351E+01
    0.00000E+00   -0.14035E+02    0.27036E-03   -0.35681E+01
    0.00000E+00   -0.14561E+02    0.24850E-03   -0.36047E+01
    0.00000E+00   -0.15102E+02    0.22999E-03   -0.36383E+01
    0.00000E+00   -0.15658E+02    0.21338E-03   -0.36708E+01
    0.00000E+00   -0.16230E+02    0.19706E-03   -0.37054E+01
    0.00000E+00   -0.16817E+02    0.18245E-03   -0.37388E+01
    0.00000E+00   -0.17420E+02    0.16929E-03   -0.37714E+01
    0.00000E+00   -0.18040E+02    0.15639E-03   -0.38058E+01
    0.00000E+00   -0.18677E+02    0.14523E-03   -0.38380E+01
    0.00000E+00   -0.19332E+02    0.13467E-03   -0.38707E+01
    0.00000E+00   -0.20000E+02    0.12121E-03   -0.39165E+01
    0.10035E+01    0.00000E+00    0.78935E+02    0.18973E+01
    0.10035E+01   -0.13900E+00    0.29651E+02    0.14720E+01
    0.10035E+01   -0.28100E+00    0.16623E+02    0.12207E+01
    0.10035E+01   -0.42700E+00    0.11132E+02    0.10466E+01
    0.10035E+01   -0.57750E+00    0.79969E+01    0.90292E+00
    0.10035E+01   -0.73200E+00    0.56291E+01    0.75044E+00
    0.10035E+01   -0.89050E+00    0.40162E+01    0.60381E+00
