      -0.502       0.069       0.000
       1.505       0.069       0.000
       3.512       0.069       0.000
       5.518       0.069       0.000
       7.525       0.069       0.000
       9.532       0.069       0.000
      11.538       0.069       0.000
      13.545       0.069       0.000
      15.552       0.069       0.000
      17.559       0.069       0.000
      19.565       0.069       0.000
      21.572       0.069       0.000
      23.579       0.069       0.000
      25.585       0.069       0.000
      27.592       0.069       0.000
      29.599       0.069       0.000
      31.605       0.069       0.000
      33.612       0.069       0.000
      35.619       0.069       0.000
      37.625       0.069       0.000
      39.632       0.069       0.000
      41.639       0.069       0.000
      43.645       0.069       0.000
      45.652       0.069       0.000
      47.659       0.069       0.000
      49.666       0.069       0.000
      51.672       0.069       0.000
      53.679       0.069       0.000
      55.686       0.069       0.000
      57.692       0.069       0.000
      59.699       0.069       0.000
      61.706       0.069       0.000
      63.712       0.069       0.000
      65.719       0.069       0.000
      67.726       0.069       0.000
      69.732       0.069       0.000
      71.739       0.069       0.000
      73.746       0.069       0.000
      75.753       0.069       0.000
      77.759       0.069       0.000
      79.766       0.069       0.000
      81.773       0.069       0.000
      83.779       0.069       0.000
      85.786       0.069       0.000
      87.793       0.069       0.000
      89.799       0.069       0.000
      91.806       0.069       0.000
      93.813       0.069       0.000
      95.819       0.069       0.000
      97.826       0.069       0.000
      99.833       0.069       0.000
     101.839       0.069       0.000
     103.846       0.069       0.000
     105.853       0.069       0.000
     107.860       0.069       0.000
     109.866       0.069       0.000
     111.873       0.069       0.000
     113.880       0.069       0.000
     115.886       0.069       0.000
     117.893       0.069       0.000
     119.900       0.069       0.000
     121.906       0.069       0.000
     123.913       0.069       0.000
     125.920       0.069       0.000
     127.926       0.069       0.000
     129.933       0.069       0.000
     131.940       0.069       0.000
     133.946       0.069       0.000
     135.953       0.069       0.000
     137.960       0.069       0.000
     139.967       0.069       0.000
     141.973       0.069       0.000
     143.980       0.069       0.000
     145.987       0.069       0.000
     147.993       0.069       0.000
     150.000       0.069       0.000
     152.007       0.069       0.000
     154.013       0.069       0.000
     156.020       0.069       0.000
     158.027       0.069       0.000
     160.033       0.069       0.000
     162.040       0.069       0.000
     164.047       0.069       0.000
     166.054       0.069       0.000
     168.060       0.069       0.000
     170.067       0.069       0.000
     172.074       0.069       0.000
     174.080       0.069       0.000
     176.087       0.069       0.000
     178.094       0.069       0.000
     180.100       0.069       0.000
     182.107       0.069       0.000
     184.114       0.069       0.000
     186.120       0.069       0.000
     188.127       0.069       0.000
     190.134       0.069       0.000
     192.140       0.069       0.000
     194.147       0.069       0.000
     196.154       0.069       0.000
     198.161       0.069       0.000
     200.167       0.069       0.000
     202.174       0.069       0.000
     204.181       0.069       0.000
     206.187       0.069       0.000
     208.194       0.069       0.000
     210.201       0.069       0.000
     212.207       0.069       0.000
     214.214       0.069       0.000
     216.221       0.069       0.000
     218.227       0.069       0.000
     220.234       0.069       0.000
     222.241       0.069       0.000
     224.247       0.069       0.000
     226.254       0.069       0.000
     228.261       0.069       0.000
     230.268       0.069       0.000
     232.274       0.069       0.000
     234.281       0.069       0.000
     236.288       0.069       0.000
     238.294       0.069       0.000
     240.301       0.069       0.000
     242.308       0.069       0.000
     244.314       0.069       0.000
     246.321       0.069       0.000
     248.328       0.069       0.000
     250.334       0.069       0.000
     252.341       0.069       0.000
     254.348       0.069       0.000
     256.355       0.069       0.000
     258.361       0.069       0.000
     260.368       0.069       0.000
     262.375       0.069       0.000
     264.381       0.069       0.000
     266.388       0.069       0.000
     268.395       0.069       0.000
     270.401       0.069       0.000
     272.408       0.069       0.000
     274.415       0.069       0.000
     276.421       0.069       0.000
     278.428       0.069       0.000
     280.435       0.069       0.000
     282.441       0.069       0.000
     284.448       0.069       0.000
     286.455       0.069       0.000
     288.462       0.069       0.000
     290.468       0.069       0.000
     292.475       0.069       0.000
     294.482       0.069       0.000
     296.488       0.069       0.000
     298.495       0.069       0.000
     300.502       0.069       0.000
