    0.00000E+00    0.00000E+00    0.98343E+02    0.19927E+01
    0.00000E+00   -0.13900E+00    0.10085E+03    0.20037E+01
    0.00000E+00   -0.28100E+00    0.10343E+03    0.20146E+01
    0.00000E+00   -0.42700E+00    0.98667E+02    0.19942E+01
    0.00000E+00   -0.57750E+00    0.91625E+02    0.19620E+01
    0.00000E+00   -0.73200E+00    0.88393E+02    0.19464E+01
    0.00000E+00   -0.89050E+00    0.86964E+02    0.19393E+01
    0.00000E+00   -0.10535E+01    0.86208E+02    0.19355E+01
    0.00000E+00   -0.12205E+01    0.85741E+02    0.19332E+01
    0.00000E+00   -0.13925E+01    0.88807E+02    0.19484E+01
    0.00000E+00   -0.15695E+01    0.92821E+02    0.19676E+01
    0.00000E+00   -0.17510E+01    0.99235E+02    0.19967E+01
    0.00000E+00   -0.19375E+01    0.10416E+03    0.20177E+01
    0.00000E+00   -0.21295E+01    0.10573E+03    0.20242E+01
    0.00000E+00   -0.23270E+01    0.10226E+03    0.20097E+01
    0.00000E+00   -0.25295E+01    0.97160E+02    0.19875E+01
    0.00000E+00   -0.27375E+01    0.96462E+02    0.19844E+01
    0.00000E+00   -0.29515E+01    0.96717E+02    0.19855E+01
    0.00000E+00   -0.31715E+01    0.97095E+02    0.19872E+01
    0.00000E+00   -0.33975E+01    0.95719E+02    0.19810E+01
    0.00000E+00   -0.36295E+01    0.96589E+02    0.19849E+01
    0.00000E+00   -0.38680E+01    0.98592E+02    0.19938E+01
    0.00000E+00   -0.41135E+01    0.10113E+03    0.20049E+01
    0.00000E+00   -0.43655E+01    0.10309E+03    0.20132E+01
    0.00000E+00   -0.46245E+01    0.96796E+02    0.19859E+01
    0.00000E+00   -0.48910E+01    0.92772E+02    0.19674E+01
    0.00000E+00   -0.51645E+01    0.92834E+02    0.19677E+01
    0.00000E+00   -0.54455E+01    0.95345E+02    0.19793E+01
    0.00000E+00   -0.57340E+01    0.10013E+03    0.20006E+01
    0.00000E+00   -0.60305E+01    0.10536E+03    0.20227E+01
    0.00000E+00   -0.63360E+01    0.10285E+03    0.20122E+01
    0.00000E+00   -0.66495E+01    0.99860E+02    0.19994E+01
    0.00000E+00   -0.69715E+01    0.10514E+03    0.20218E+01
    0.00000E+00   -0.73025E+01    0.11846E+03    0.20736E+01
    0.00000E+00   -0.76425E+01    0.11654E+03    0.20665E+01
    0.00000E+00   -0.79925E+01    0.12394E+03    0.20932E+01
    0.00000E+00   -0.83520E+01    0.12893E+03    0.21103E+01
    0.00000E+00   -0.87210E+01    0.12245E+03    0.20880E+01
    0.00000E+00   -0.91005E+01    0.12341E+03    0.20913E+01
    0.00000E+00   -0.94905E+01    0.11985E+03    0.20786E+01
    0.00000E+00   -0.98910E+01    0.10874E+03    0.20364E+01
    0.00000E+00   -0.10303E+02    0.11237E+03    0.20506E+01
    0.00000E+00   -0.10727E+02    0.10943E+03    0.20391E+01
    0.00000E+00   -0.11161E+02    0.10140E+03    0.20060E+01
    0.00000E+00   -0.11608E+02    0.10676E+03    0.20284E+01
    0.00000E+00   -0.12067E+02    0.10998E+03    0.20413E+01
    0.00000E+00   -0.12539E+02    0.11181E+03    0.20485E+01
